"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Northeast","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.4
"Northeast","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.57
"Northeast","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"Northeast","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.38
"Northeast","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.21
"Northeast","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.27
"Northeast","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.29
"Northeast","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.92
"Northeast","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.49
"Northeast","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.14
"Northeast","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.31
"Northeast","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.03
"Northeast","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.4
"Northeast","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.72
"Northeast","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.47
"Northeast","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",22.34
"Northeast","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.85
"Northeast","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.97
"Northeast","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.44
"Northeast","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.95
"Northeast","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.16
"Northeast","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.67
"Northeast","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"Northeast","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.4
"Northeast","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.36
"Northeast","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.45
"Northeast","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"Northeast","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.27
"Northeast","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.16
"Northeast","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.66
"Northeast","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"Northeast","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.08
"Northeast","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.4
"Northeast","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.69
"Northeast","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.28
"Northeast","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.54
"Northeast","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.23
"Northeast","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.46
"Northeast","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.32
"Northeast","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.39
"Northeast","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.49
"Northeast","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.06
"Northeast","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.29
"Northeast","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.51
"Northeast","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.43
"Northeast","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.84
"Northeast","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.48
"Northeast","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",24.14
"Northeast","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.86
"Northeast","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.71
"Northeast","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.5
"Northeast","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.12
"Northeast","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.17
"Northeast","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.81
"Northeast","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.2
"Northeast","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.12
"Northeast","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.39
"Northeast","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.56
"Northeast","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"Northeast","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.38
"Northeast","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.16
"Northeast","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.8
"Northeast","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.2
"Northeast","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.6
"Northeast","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.42
"Northeast","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.69
"Northeast","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.27
"Northeast","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.21
"Northeast","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.21
"Northeast","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.34
"Northeast","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.31
"Northeast","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.25
"Northeast","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.48
"Northeast","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.61
"Northeast","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.3
"Northeast","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.68
"Northeast","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.4
"Northeast","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.03
"Northeast","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.49
"Northeast","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",23.88
"Northeast","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.77
"Northeast","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.45
"Northeast","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.45
"Northeast","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.88
"Northeast","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.15
"Northeast","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.57
"Northeast","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"Northeast","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.36
"Northeast","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.41
"Northeast","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.29
"Northeast","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.24
"Northeast","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.24
"Northeast","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.15
"Northeast","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.65
"Northeast","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.19
"Northeast","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.92
"Northeast","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.44
"Northeast","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.6
"Northeast","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.26
"Northeast","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.85
"Northeast","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.2
"Northeast","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",3.4
"Northeast","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.3
"Northeast","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.31
"Northeast","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.49
"Northeast","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.83
"Northeast","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.28
"Northeast","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.67
"Northeast","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.42
"Northeast","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",7.8
"Northeast","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.49
"Northeast","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",24.03
"Northeast","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.77
"Northeast","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",6.94
"Northeast","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.46
"Northeast","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.09
"Northeast","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.16
"Northeast","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.75
"Northeast","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"Northeast","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.16
"Northeast","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.4
"Northeast","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.18
"Northeast","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.23
"Northeast","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.5
"Northeast","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.16
"Northeast","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.91
"Northeast","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.19
"Northeast","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.85
"Northeast","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.44
"Northeast","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.56
"Northeast","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",3.31
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.31
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",5.74
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.86
"Northwestern Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",11.04
"Northwestern Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.63
"Northwestern Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.87
"Northwestern Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.57
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",10.01
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",3.3
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",13.68
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",3.68
"Northwestern Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Northwestern Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",12.06
"Northwestern Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",3.29
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.22
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.69
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.99
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.89
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.58
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.92
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.67
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.1
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.14
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.59
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.51
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.78
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.03
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.92
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.51
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.09
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.85
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.98
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.95
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.38
"Northwestern Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.09
"Northwestern Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.32
"Northwestern Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.3
"Northwestern Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.22
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",7.23
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.48
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",10.46
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.96
"Northwestern Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",21.85
"Northwestern Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.21
"Northwestern Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.8
"Northwestern Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.29
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.91
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.67
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.76
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.87
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.59
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.69
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.12
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.99
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.14
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.57
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.65
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.75
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.54
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.62
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.45
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.98
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",3.24
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.5
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",5.3
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.84
"Northwestern Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",11.66
"Northwestern Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.67
"Northwestern Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.76
"Northwestern Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.36
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.22
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.86
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",9.42
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.55
"Northwestern Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",25.81
"Northwestern Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.77
"Northwestern Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",9.4
"Northwestern Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.46
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.11
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.79
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.96
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.68
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.29
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.41
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.69
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.49
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.79
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.97
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.28
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.26
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.67
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.87
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.66
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.11
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",5.86
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.93
"Northwestern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",11.57
"Northwestern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.69
"Northwestern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.92
"Northwestern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.3
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.73
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.48
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",9.26
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.86
"Northwestern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Northwestern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.35
"Northwestern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.76
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.95
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.63
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.57
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.7
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.36
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.23
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.58
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.18
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.31
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.54
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.66
